Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,-0.020744,0.0019515,1.0769E-06,0,0,0,759.3,2390.9,-0.0019573,-380.15,6914.3,-5.9904E-06,4523.5,0,0,0,0,0,0,package://rm_2v2/meshes/base_link.STL,0.22353,0.22353,0.22353,1,0,0,0,0,0,0,package://rm_2v2/meshes/base_link.STL,,2v2对抗赛-1,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
link_1,2.4133,-0.68138,-1.3136,0,0,0,3897.7,2910.7,-0.00022619,-527.16,4066.7,-7.3997E-05,2292.4,0,0,0,0,0,0,package://rm_2v2/meshes/link_1.STL,0.75294,0.75294,0.75294,1,0,0,0,0,0,0,package://rm_2v2/meshes/link_1.STL,,启动区-1;启动区蓝方-1;补给点蓝方-1;加成点-1;补给点-1,Origin_joint_12,,joint_1,fixed,-2.4294,-1.3136,0.98596,1.5708,0,0,base_link,0,0,0,,,,,0.005,0.005,0.75,0.6,,,,
